Subj	ROI	Cond	Y
04	lh_S_subparietal	stim	0.112224360771907
04	lh_S_temporal_inf	prestim	0.0917406130428641
04	lh_S_temporal_inf	stim	0.0810016617046092
04	lh_S_temporal_sup	prestim	0.060395511746267
04	lh_S_temporal_sup	stim	0.0723581337217426
04	lh_S_temporal_transverse	prestim	0.0775832993737525
04	lh_S_temporal_transverse	stim	0.110750480094523
04	rh_G_Ins_lg_and_S_cent_ins	prestim	0.0652568385233672
04	rh_G_Ins_lg_and_S_cent_ins	stim	0.0867473896843893
04	rh_G_and_S_cingul-Ant	prestim	0.0792124418869451
04	rh_G_and_S_cingul-Ant	stim	0.0811906248524902
04	rh_G_and_S_cingul-Mid-Ant	prestim	0.0738122138771713
04	rh_G_and_S_cingul-Mid-Ant	stim	0.0658745000672411
04	rh_G_and_S_cingul-Mid-Post	prestim	0.0780606924517007
04	rh_G_and_S_cingul-Mid-Post	stim	0.0926434621713589
04	rh_G_and_S_frontomargin	prestim	0.0726242514577417
04	rh_G_and_S_frontomargin	stim	0.0682463317631964
04	rh_G_and_S_occipital_inf	prestim	0.0748350355769841
04	rh_G_and_S_occipital_inf	stim	0.0886767007709854
04	rh_G_and_S_paracentral	prestim	0.0774942508642849
04	rh_G_and_S_paracentral	stim	0.0653658247043813
04	rh_G_and_S_subcentral	prestim	0.0731090376543779
04	rh_G_and_S_subcentral	stim	0.182739611587965
04	rh_G_and_S_transv_frontopol	prestim	0.0773304376207
04	rh_G_and_S_transv_frontopol	stim	0.0720629364862553
04	rh_G_cingul-Post-dorsal	prestim	0.0670819124593242
04	rh_G_cingul-Post-dorsal	stim	0.0771358914495307
04	rh_G_cingul-Post-ventral	prestim	0.0812531734052821
04	rh_G_cingul-Post-ventral	stim	0.0939619118305801
04	rh_G_cuneus	prestim	0.0675855182254116
04	rh_G_cuneus	stim	0.098838418586128
04	rh_G_front_inf-Opercular	prestim	0.0749987028626714
04	rh_G_front_inf-Opercular	stim	0.116210121669174
04	rh_G_front_inf-Orbital	prestim	0.0829989241591647
04	rh_G_front_inf-Orbital	stim	0.110089800490777
04	rh_G_front_inf-Triangul	prestim	0.0712099232368464
04	rh_G_front_inf-Triangul	stim	0.0920921770192008
04	rh_G_front_middle	prestim	0.0811763609767088
04	rh_G_front_middle	stim	0.0780294045396716
04	rh_G_front_sup	prestim	0.0641180285198269
04	rh_G_front_sup	stim	0.086057810416343
04	rh_G_insular_short	prestim	0.0714315876473612
04	rh_G_insular_short	stim	0.0682653742863776
04	rh_G_oc-temp_lat-fusifor	prestim	0.0888229503422468
04	rh_G_oc-temp_lat-fusifor	stim	0.109609295193425
04	rh_G_oc-temp_med-Lingual	prestim	0.0713629458264446
04	rh_G_oc-temp_med-Lingual	stim	0.075295663594835
04	rh_G_oc-temp_med-Parahip	prestim	0.0844244229023427
04	rh_G_oc-temp_med-Parahip	stim	0.096934982411581
04	rh_G_occipital_middle	prestim	0.0788994813303744
04	rh_G_occipital_middle	stim	0.0711298451574125
04	rh_G_occipital_sup	prestim	0.0610378715431262
04	rh_G_occipital_sup	stim	0.0771643164418627
04	rh_G_orbital	prestim	0.0844010866647066
04	rh_G_orbital	stim	0.132993200415242
04	rh_G_pariet_inf-Angular	prestim	0.0869435856857014
04	rh_G_pariet_inf-Angular	stim	0.158043827349247
04	rh_G_pariet_inf-Supramar	prestim	0.0712498071114703
04	rh_G_pariet_inf-Supramar	stim	0.251869417703151
04	rh_G_parietal_sup	prestim	0.0734653894607649
04	rh_G_parietal_sup	stim	0.0745828509771356
04	rh_G_postcentral	prestim	0.0854140438872885
04	rh_G_postcentral	stim	0.213772569737635
04	rh_G_precentral	prestim	0.0593497376801661
04	rh_G_precentral	stim	0.138081015921934
04	rh_G_precuneus	prestim	0.0679350645832604
04	rh_G_precuneus	stim	0.0909543708077857
04	rh_G_rectus	prestim	0.099375368943522
04	rh_G_rectus	stim	0.118684594477372
04	rh_G_subcallosal	prestim	0.0709003867457893
04	rh_G_subcallosal	stim	0.0973195726976513
04	rh_G_temp_sup-G_T_transv	prestim	0.0579054025939503
04	rh_G_temp_sup-G_T_transv	stim	0.250530559148676
04	rh_G_temp_sup-Lateral	prestim	0.0707463488378271
04	rh_G_temp_sup-Lateral	stim	0.156841627970282
04	rh_G_temp_sup-Plan_polar	prestim	0.0992259214837372
04	rh_G_temp_sup-Plan_polar	stim	0.129392111335831
04	rh_G_temp_sup-Plan_tempo	prestim	0.0821805897041452
04	rh_G_temp_sup-Plan_tempo	stim	0.248000292135933
04	rh_G_temporal_inf	prestim	0.10252018570276
04	rh_G_temporal_inf	stim	0.124660317649426
04	rh_G_temporal_middle	prestim	0.0567917302215187
04	rh_G_temporal_middle	stim	0.107353228382102
04	rh_Lat_Fis-ant-Horizont	prestim	0.0844548504091131
04	rh_Lat_Fis-ant-Horizont	stim	0.0730376002589624
04	rh_Lat_Fis-ant-Vertical	prestim	0.0481463006626422
04	rh_Lat_Fis-ant-Vertical	stim	0.176408195771051
04	rh_Lat_Fis-post	prestim	0.057009120689018
04	rh_Lat_Fis-post	stim	0.133065535705358
04	rh_Pole_occipital	prestim	0.0743768599288475
04	rh_Pole_occipital	stim	0.0695172125089506
04	rh_Pole_temporal	prestim	0.0966296595267656
04	rh_Pole_temporal	stim	0.071738689516784
04	rh_S_calcarine	prestim	0.0890459571592805
04	rh_S_calcarine	stim	0.0981286221352096
04	rh_S_central	prestim	0.101284353741147
04	rh_S_central	stim	0.127037434609256
04	rh_S_cingul-Marginalis	prestim	0.0774848339834953
04	rh_S_cingul-Marginalis	stim	0.0748954013376771
04	rh_S_circular_insula_ant	prestim	0.0922768120269544
04	rh_S_circular_insula_ant	stim	0.139911885589602
04	rh_S_circular_insula_inf	prestim	0.0942831453851129
04	rh_S_circular_insula_inf	stim	0.0895624797601565
04	rh_S_circular_insula_sup	prestim	0.0730585195695319
04	rh_S_circular_insula_sup	stim	0.0939195444900394
04	rh_S_collat_transv_ant	prestim	0.0955054082662906
04	rh_S_collat_transv_ant	stim	0.0876709016751921
04	rh_S_collat_transv_post	prestim	0.0693735778310517
04	rh_S_collat_transv_post	stim	0.0744148513506438
04	rh_S_front_inf	prestim	0.081118665845334
04	rh_S_front_inf	stim	0.209665410374504
04	rh_S_front_middle	prestim	0.0792386806824813
04	rh_S_front_middle	stim	0.0997858010630538
04	rh_S_front_sup	prestim	0.073385963225955
04	rh_S_front_sup	stim	0.0637899166941174
04	rh_S_interm_prim-Jensen	prestim	0.0644146164417249
04	rh_S_interm_prim-Jensen	stim	0.0894906740712677
04	rh_S_intrapariet_and_P_trans	prestim	0.0707710761323835
04	rh_S_intrapariet_and_P_trans	stim	0.0772024462143565
04	rh_S_oc-temp_lat	prestim	0.103771964493282
04	rh_S_oc-temp_lat	stim	0.139372602823663
04	rh_S_oc-temp_med_and_Lingual	prestim	0.102687509425798
04	rh_S_oc-temp_med_and_Lingual	stim	0.0997456100861702
04	rh_S_oc_middle_and_Lunatus	prestim	0.0641634014129984
04	rh_S_oc_middle_and_Lunatus	stim	0.0745967072000287
04	rh_S_oc_sup_and_transversal	prestim	0.0682530989183387
04	rh_S_oc_sup_and_transversal	stim	0.0911150982588876
04	rh_S_occipital_ant	prestim	0.0815633119436303
04	rh_S_occipital_ant	stim	0.0747662827598543
04	rh_S_orbital-H_Shaped	prestim	0.0634931669089918
04	rh_S_orbital-H_Shaped	stim	0.119039396180486
04	rh_S_orbital_lateral	prestim	0.0880188888762281
04	rh_S_orbital_lateral	stim	0.0768821295940012
04	rh_S_orbital_med-olfact	prestim	0.0767465858365518
04	rh_S_orbital_med-olfact	stim	0.116737745310799
04	rh_S_parieto_occipital	prestim	0.0834986597239685
04	rh_S_parieto_occipital	stim	0.122718144953971
04	rh_S_pericallosal	prestim	0.0782178898300047
04	rh_S_pericallosal	stim	0.0760135515765014
04	rh_S_postcentral	prestim	0.0979839092040082
04	rh_S_postcentral	stim	0.0912434429663626
04	rh_S_precentral-inf-part	prestim	0.0953919665008119
04	rh_S_precentral-inf-part	stim	0.158796601293688
04	rh_S_precentral-sup-part	prestim	0.103794630692303
04	rh_S_precentral-sup-part	stim	0.0647692260953913
04	rh_S_suborbital	prestim	0.0872445679245242
04	rh_S_suborbital	stim	0.0760208680849589
04	rh_S_subparietal	prestim	0.0660663505972951
04	rh_S_subparietal	stim	0.0979801831609083
04	rh_S_temporal_inf	prestim	0.0602538540756817
04	rh_S_temporal_inf	stim	0.0963285863819451
04	rh_S_temporal_sup	prestim	0.0839038345932497
04	rh_S_temporal_sup	stim	0.101253321610868
04	rh_S_temporal_transverse	prestim	0.0673460822588114
04	rh_S_temporal_transverse	stim	0.274533689520423
05	lh_G_Ins_lg_and_S_cent_ins	prestim	0.0762066891992075
05	lh_G_Ins_lg_and_S_cent_ins	stim	0.151423741770076
05	lh_G_and_S_cingul-Ant	prestim	0.0636918198905798
05	lh_G_and_S_cingul-Ant	stim	0.090684632411329
05	lh_G_and_S_cingul-Mid-Ant	prestim	0.0658986333626337
05	lh_G_and_S_cingul-Mid-Ant	stim	0.0871628720695571
05	lh_G_and_S_cingul-Mid-Post	prestim	0.0708785341012264
05	lh_G_and_S_cingul-Mid-Post	stim	0.0706464943223632
05	lh_G_and_S_frontomargin	prestim	0.0512546872013418
05	lh_G_and_S_frontomargin	stim	0.080327243127316
05	lh_G_and_S_occipital_inf	prestim	0.098252589396509
05	lh_G_and_S_occipital_inf	stim	0.0800167073672614
05	lh_G_and_S_paracentral	prestim	0.0677673963202889
05	lh_G_and_S_paracentral	stim	0.0925428644015008
05	lh_G_and_S_subcentral	prestim	0.0668974624594963
05	lh_G_and_S_subcentral	stim	0.177174431376639
05	lh_G_and_S_transv_frontopol	prestim	0.0881792194641403
05	lh_G_and_S_transv_frontopol	stim	0.0829384712418607
05	lh_G_cingul-Post-dorsal	prestim	0.0631116090332481
05	lh_G_cingul-Post-dorsal	stim	0.112113187645553
05	lh_G_cingul-Post-ventral	prestim	0.069981025705233
05	lh_G_cingul-Post-ventral	stim	0.124658696427208
05	lh_G_cuneus	prestim	0.0857998944024386
05	lh_G_cuneus	stim	0.101061668958001
05	lh_G_front_inf-Opercular	prestim	0.0700128394481934
05	lh_G_front_inf-Opercular	stim	0.103876878943443
05	lh_G_front_inf-Orbital	prestim	0.0740958186256399
05	lh_G_front_inf-Orbital	stim	0.141353087489778
05	lh_G_front_inf-Triangul	prestim	0.0824987083994842
05	lh_G_front_inf-Triangul	stim	0.0797168441015915
05	lh_G_front_middle	prestim	0.0755540023667774
05	lh_G_front_middle	stim	0.10162071516151
05	lh_G_front_sup	prestim	0.0733821051854597
05	lh_G_front_sup	stim	0.109009243902773
05	lh_G_insular_short	prestim	0.0754338005579777
05	lh_G_insular_short	stim	0.121129946164197
05	lh_G_oc-temp_lat-fusifor	prestim	0.0674523588045339
05	lh_G_oc-temp_lat-fusifor	stim	0.0712067657255789
05	lh_G_oc-temp_med-Lingual	prestim	0.0786568017014588
05	lh_G_oc-temp_med-Lingual	stim	0.0707130495393097
05	lh_G_oc-temp_med-Parahip	prestim	0.0576228225799436
05	lh_G_oc-temp_med-Parahip	stim	0.132281041857328
05	lh_G_occipital_middle	prestim	0.0702852015764335
05	lh_G_occipital_middle	stim	0.10132105654387
05	lh_G_occipital_sup	prestim	0.0665506239221905
05	lh_G_occipital_sup	stim	0.118202603442388
05	lh_G_orbital	prestim	0.0593554976288737
05	lh_G_orbital	stim	0.19560486076453
05	lh_G_pariet_inf-Angular	prestim	0.0832337097348599
05	lh_G_pariet_inf-Angular	stim	0.0660749492705026
05	lh_G_pariet_inf-Supramar	prestim	0.0592527408185701
05	lh_G_pariet_inf-Supramar	stim	0.228354492479025
05	lh_G_parietal_sup	prestim	0.0770044785167793
05	lh_G_parietal_sup	stim	0.127183943676894
05	lh_G_postcentral	prestim	0.0664945025793331
05	lh_G_postcentral	stim	0.133619668921422
05	lh_G_precentral	prestim	0.0682905035480299
05	lh_G_precentral	stim	0.0991228936684338
05	lh_G_precuneus	prestim	0.0869162216910313
05	lh_G_precuneus	stim	0.128042040880957
05	lh_G_rectus	prestim	0.0531592491779892
05	lh_G_rectus	stim	0.126511804369306
05	lh_G_subcallosal	prestim	0.0847985444397434
05	lh_G_subcallosal	stim	0.0956893462541632
05	lh_G_temp_sup-G_T_transv	prestim	0.0766140676349361
05	lh_G_temp_sup-G_T_transv	stim	0.353900724623777
05	lh_G_temp_sup-Lateral	prestim	0.0795494237153417
05	lh_G_temp_sup-Lateral	stim	0.246947878157228
05	lh_G_temp_sup-Plan_polar	prestim	0.0729382994514367
05	lh_G_temp_sup-Plan_polar	stim	0.142664448526908
05	lh_G_temp_sup-Plan_tempo	prestim	0.0577597557467622
05	lh_G_temp_sup-Plan_tempo	stim	0.257081667117423
05	lh_G_temporal_inf	prestim	0.08058189457572
05	lh_G_temporal_inf	stim	0.156930706813001
05	lh_G_temporal_middle	prestim	0.0753351479964316
05	lh_G_temporal_middle	stim	0.121291789558431
05	lh_Lat_Fis-ant-Horizont	prestim	0.0560732840701525
05	lh_Lat_Fis-ant-Horizont	stim	0.114914032482464
05	lh_Lat_Fis-ant-Vertical	prestim	0.0575233309517039
05	lh_Lat_Fis-ant-Vertical	stim	0.113546987057909
05	lh_Lat_Fis-post	prestim	0.0966951302550068
05	lh_Lat_Fis-post	stim	0.109155640037759
05	lh_Pole_occipital	prestim	0.077401143705433
05	lh_Pole_occipital	stim	0.0540238793452954
05	lh_Pole_temporal	prestim	0.092208646415507
05	lh_Pole_temporal	stim	0.0892234772478225
05	lh_S_calcarine	prestim	0.0618136532870664
05	lh_S_calcarine	stim	0.0889791631455683
05	lh_S_central	prestim	0.0876500577647569
05	lh_S_central	stim	0.119390828747066
05	lh_S_cingul-Marginalis	prestim	0.0751400102055332
05	lh_S_cingul-Marginalis	stim	0.11216911394679
05	lh_S_circular_insula_ant	prestim	0.076336318394798
05	lh_S_circular_insula_ant	stim	0.0936135517649036
05	lh_S_circular_insula_inf	prestim	0.0612596552574633
05	lh_S_circular_insula_inf	stim	0.0940773818928287
05	lh_S_circular_insula_sup	prestim	0.0662149073125032
05	lh_S_circular_insula_sup	stim	0.0946817856116308
05	lh_S_collat_transv_ant	prestim	0.0877747934249028
05	lh_S_collat_transv_ant	stim	0.114660276323276
05	lh_S_collat_transv_post	prestim	0.0682598138760006
05	lh_S_collat_transv_post	stim	0.0633329586703902
05	lh_S_front_inf	prestim	0.0778976674101799
05	lh_S_front_inf	stim	0.0618139902733757
05	lh_S_front_middle	prestim	0.0821818473458208
05	lh_S_front_middle	stim	0.105246507444295
05	lh_S_front_sup	prestim	0.0764708790507384
05	lh_S_front_sup	stim	0.0851635307281887
05	lh_S_interm_prim-Jensen	prestim	0.0845372684241379
05	lh_S_interm_prim-Jensen	stim	0.126077637209976
05	lh_S_intrapariet_and_P_trans	prestim	0.0747450431345566
05	lh_S_intrapariet_and_P_trans	stim	0.134883677304594
05	lh_S_oc-temp_lat	prestim	0.0799221811514029
05	lh_S_oc-temp_lat	stim	0.156512928960763
05	lh_S_oc-temp_med_and_Lingual	prestim	0.0773938989629464
05	lh_S_oc-temp_med_and_Lingual	stim	0.144952744340359
05	lh_S_oc_middle_and_Lunatus	prestim	0.0763214807925501
05	lh_S_oc_middle_and_Lunatus	stim	0.11657624437494
05	lh_S_oc_sup_and_transversal	prestim	0.0537105124463172
05	lh_S_oc_sup_and_transversal	stim	0.139630777137669
05	lh_S_occipital_ant	prestim	0.0683112887465325
05	lh_S_occipital_ant	stim	0.0991911228521908
05	lh_S_orbital-H_Shaped	prestim	0.0641601390002886
05	lh_S_orbital-H_Shaped	stim	0.197050412780457
05	lh_S_orbital_lateral	prestim	0.0855284938220431
05	lh_S_orbital_lateral	stim	0.0690505033149575
05	lh_S_orbital_med-olfact	prestim	0.0619031145962683
05	lh_S_orbital_med-olfact	stim	0.269192988181269
05	lh_S_parieto_occipital	prestim	0.109953586189068
05	lh_S_parieto_occipital	stim	0.0869299621493588
05	lh_S_pericallosal	prestim	0.101018173850465
05	lh_S_pericallosal	stim	0.107826054825056
05	lh_S_postcentral	prestim	0.0831563626666071
05	lh_S_postcentral	stim	0.0776839811734576
05	lh_S_precentral-inf-part	prestim	0.0863322071616607
05	lh_S_precentral-inf-part	stim	0.160418274779527
05	lh_S_precentral-sup-part	prestim	0.0765424437367346
05	lh_S_precentral-sup-part	stim	0.0860661175696504
05	lh_S_suborbital	prestim	0.0714927845400311
05	lh_S_suborbital	stim	0.141184165631198
05	lh_S_subparietal	prestim	0.0725899467321125
05	lh_S_subparietal	stim	0.137452117062609
05	lh_S_temporal_inf	prestim	0.0693877955890625
05	lh_S_temporal_inf	stim	0.0842618266063038
05	lh_S_temporal_sup	prestim	0.0889439935620192
05	lh_S_temporal_sup	stim	0.127498128680423
05	lh_S_temporal_transverse	prestim	0.0713309805593104
05	lh_S_temporal_transverse	stim	0.349125926856648
05	rh_G_Ins_lg_and_S_cent_ins	prestim	0.0833444826828492
05	rh_G_Ins_lg_and_S_cent_ins	stim	0.169953136244195
05	rh_G_and_S_cingul-Ant	prestim	0.067627069111248
05	rh_G_and_S_cingul-Ant	stim	0.164705105526704
05	rh_G_and_S_cingul-Mid-Ant	prestim	0.0820698952807619
05	rh_G_and_S_cingul-Mid-Ant	stim	0.139470612951977
05	rh_G_and_S_cingul-Mid-Post	prestim	0.0695680260349153
05	rh_G_and_S_cingul-Mid-Post	stim	0.179377182124883
05	rh_G_and_S_frontomargin	prestim	0.0603766721761772
05	rh_G_and_S_frontomargin	stim	0.101774193470785
05	rh_G_and_S_occipital_inf	prestim	0.102130733112701
05	rh_G_and_S_occipital_inf	stim	0.0820578189144536
05	rh_G_and_S_paracentral	prestim	0.0526249016095363
05	rh_G_and_S_paracentral	stim	0.114094528618858
05	rh_G_and_S_subcentral	prestim	0.0690582206405359
05	rh_G_and_S_subcentral	stim	0.384905745932488
05	rh_G_and_S_transv_frontopol	prestim	0.0745558115577722
05	rh_G_and_S_transv_frontopol	stim	0.102664259455435
05	rh_G_cingul-Post-dorsal	prestim	0.0608047392595873
05	rh_G_cingul-Post-dorsal	stim	0.134124555927847
05	rh_G_cingul-Post-ventral	prestim	0.0836299544620936
05	rh_G_cingul-Post-ventral	stim	0.183907134754495
05	rh_G_cuneus	prestim	0.0711263628456844
05	rh_G_cuneus	stim	0.113977871568302
05	rh_G_front_inf-Opercular	prestim	0.0751886395830926
05	rh_G_front_inf-Opercular	stim	0.128568439208562
05	rh_G_front_inf-Orbital	prestim	0.0862243110817516
05	rh_G_front_inf-Orbital	stim	0.100378891166903
05	rh_G_front_inf-Triangul	prestim	0.0852727045301869
05	rh_G_front_inf-Triangul	stim	0.108776069571801
05	rh_G_front_middle	prestim	0.0699531126256312
05	rh_G_front_middle	stim	0.103929806185045
05	rh_G_front_sup	prestim	0.0680253922174178
05	rh_G_front_sup	stim	0.122473049802715
05	rh_G_insular_short	prestim	0.0792321862588364
05	rh_G_insular_short	stim	0.0882563688520486
05	rh_G_oc-temp_lat-fusifor	prestim	0.0561250461522862
05	rh_G_oc-temp_lat-fusifor	stim	0.263773037607389
05	rh_G_oc-temp_med-Lingual	prestim	0.0953360154555838
05	rh_G_oc-temp_med-Lingual	stim	0.0762657822769219
05	rh_G_oc-temp_med-Parahip	prestim	0.091312431108711
05	rh_G_oc-temp_med-Parahip	stim	0.151091057910697
05	rh_G_occipital_middle	prestim	0.0563423471601618
05	rh_G_occipital_middle	stim	0.0988215478264087
05	rh_G_occipital_sup	prestim	0.0824218644699521
05	rh_G_occipital_sup	stim	0.0835564596775767
05	rh_G_orbital	prestim	0.0571321644146844
05	rh_G_orbital	stim	0.219068114241871
05	rh_G_pariet_inf-Angular	prestim	0.0837702079954904
05	rh_G_pariet_inf-Angular	stim	0.357152443652021
05	rh_G_pariet_inf-Supramar	prestim	0.0645746158942576
05	rh_G_pariet_inf-Supramar	stim	0.313278716462735
05	rh_G_parietal_sup	prestim	0.0785445929583714
05	rh_G_parietal_sup	stim	0.0717461127189098
05	rh_G_postcentral	prestim	0.0767220083415831
05	rh_G_postcentral	stim	0.278162180036698
05	rh_G_precentral	prestim	0.0574165992550787
05	rh_G_precentral	stim	0.245657152086835
05	rh_G_precuneus	prestim	0.0695144328755022
05	rh_G_precuneus	stim	0.124919030406339
05	rh_G_rectus	prestim	0.090867853124186
05	rh_G_rectus	stim	0.20995915882337
05	rh_G_subcallosal	prestim	0.0613409352511233
05	rh_G_subcallosal	stim	0.136771013491005
05	rh_G_temp_sup-G_T_transv	prestim	0.0489447003574827
05	rh_G_temp_sup-G_T_transv	stim	0.494921292350077
05	rh_G_temp_sup-Lateral	prestim	0.0788771932209513
05	rh_G_temp_sup-Lateral	stim	0.260965338545437
05	rh_G_temp_sup-Plan_polar	prestim	0.106031754907354
05	rh_G_temp_sup-Plan_polar	stim	0.175897797593384
05	rh_G_temp_sup-Plan_tempo	prestim	0.0836965470028901
05	rh_G_temp_sup-Plan_tempo	stim	0.502925806017645
05	rh_G_temporal_inf	prestim	0.109772611340116
05	rh_G_temporal_inf	stim	0.202007918478084
05	rh_G_temporal_middle	prestim	0.10417199968812
05	rh_G_temporal_middle	stim	0.196767556857631
05	rh_Lat_Fis-ant-Horizont	prestim	0.0887140049760773
05	rh_Lat_Fis-ant-Horizont	stim	0.0891167113406734
05	rh_Lat_Fis-ant-Vertical	prestim	0.0856029478049017
05	rh_Lat_Fis-ant-Vertical	stim	0.221675840897439
05	rh_Lat_Fis-post	prestim	0.08261361297282
05	rh_Lat_Fis-post	stim	0.302401698861947
05	rh_Pole_occipital	prestim	0.0716398132612778
05	rh_Pole_occipital	stim	0.0766917475428773
05	rh_Pole_temporal	prestim	0.0603522402037332
05	rh_Pole_temporal	stim	0.091006612176036
05	rh_S_calcarine	prestim	0.0611037838261279
05	rh_S_calcarine	stim	0.131383434465485
05	rh_S_central	prestim	0.0688010485008012
05	rh_S_central	stim	0.143415870993861
05	rh_S_cingul-Marginalis	prestim	0.0585091606999564
05	rh_S_cingul-Marginalis	stim	0.154314955708954
05	rh_S_circular_insula_ant	prestim	0.053605445336106
05	rh_S_circular_insula_ant	stim	0.115514939383725
05	rh_S_circular_insula_inf	prestim	0.0683192531849302
05	rh_S_circular_insula_inf	stim	0.208530924105758
05	rh_S_circular_insula_sup	prestim	0.0803211938146388
05	rh_S_circular_insula_sup	stim	0.228245193701038
05	rh_S_collat_transv_ant	prestim	0.0899891154672557
05	rh_S_collat_transv_ant	stim	0.253380161484006
05	rh_S_collat_transv_post	prestim	0.0928632707245342
05	rh_S_collat_transv_post	stim	0.101178710854428
05	rh_S_front_inf	prestim	0.0777436822255696
05	rh_S_front_inf	stim	0.212655358167032
05	rh_S_front_middle	prestim	0.0879211886392156
05	rh_S_front_middle	stim	0.112398935376406
05	rh_S_front_sup	prestim	0.0703728977958645
05	rh_S_front_sup	stim	0.0846821731940114
05	rh_S_interm_prim-Jensen	prestim	0.0859652867358575
05	rh_S_interm_prim-Jensen	stim	0.184368712861937
05	rh_S_intrapariet_and_P_trans	prestim	0.0646685614841411
05	rh_S_intrapariet_and_P_trans	stim	0.153851463595412
05	rh_S_oc-temp_lat	prestim	0.0743331331351441
05	rh_S_oc-temp_lat	stim	0.245763627119385
05	rh_S_oc-temp_med_and_Lingual	prestim	0.0557588413048499
05	rh_S_oc-temp_med_and_Lingual	stim	0.292880356737104
05	rh_S_oc_middle_and_Lunatus	prestim	0.0679787448713478
05	rh_S_oc_middle_and_Lunatus	stim	0.0654004984035375
05	rh_S_oc_sup_and_transversal	prestim	0.0624402399571851
05	rh_S_oc_sup_and_transversal	stim	0.177176746495929
05	rh_S_occipital_ant	prestim	0.0989680621717964
05	rh_S_occipital_ant	stim	0.134153317677308
05	rh_S_orbital-H_Shaped	prestim	0.0685783314884511
05	rh_S_orbital-H_Shaped	stim	0.193820489969421
05	rh_S_orbital_lateral	prestim	0.0730904099117314
05	rh_S_orbital_lateral	stim	0.0992719270917196
05	rh_S_orbital_med-olfact	prestim	0.0696104153263429
05	rh_S_orbital_med-olfact	stim	0.270593238884458
05	rh_S_parieto_occipital	prestim	0.0885767822554738
05	rh_S_parieto_occipital	stim	0.096518400236935
05	rh_S_pericallosal	prestim	0.0875974791527029
05	rh_S_pericallosal	stim	0.160465282995391
05	rh_S_postcentral	prestim	0.0623207270328918
05	rh_S_postcentral	stim	0.293306078616483
05	rh_S_precentral-inf-part	prestim	0.0854223620736369
05	rh_S_precentral-inf-part	stim	0.309655337941426
05	rh_S_precentral-sup-part	prestim	0.0674319256232207
05	rh_S_precentral-sup-part	stim	0.18662134761457
05	rh_S_suborbital	prestim	0.0599274271233217
05	rh_S_suborbital	stim	0.111722129890517
05	rh_S_subparietal	prestim	0.0731099392165349
05	rh_S_subparietal	stim	0.125428224978021
05	rh_S_temporal_inf	prestim	0.0980130871463518
05	rh_S_temporal_inf	stim	0.275665110672812
05	rh_S_temporal_sup	prestim	0.067908745287808
05	rh_S_temporal_sup	stim	0.198470065478712
05	rh_S_temporal_transverse	prestim	0.0604630633860481
05	rh_S_temporal_transverse	stim	0.522913507772188
06	lh_G_Ins_lg_and_S_cent_ins	prestim	0.0766260280921514
06	lh_G_Ins_lg_and_S_cent_ins	stim	0.0968475100468454
06	lh_G_and_S_cingul-Ant	prestim	0.0760171912363517
06	lh_G_and_S_cingul-Ant	stim	0.0994285899123701
06	lh_G_and_S_cingul-Mid-Ant	prestim	0.0652419026593005
06	lh_G_and_S_cingul-Mid-Ant	stim	0.103812229054852
06	lh_G_and_S_cingul-Mid-Post	prestim	0.0754368886609428
06	lh_G_and_S_cingul-Mid-Post	stim	0.263511239904014
06	lh_G_and_S_frontomargin	prestim	0.0566761498096861
06	lh_G_and_S_frontomargin	stim	0.0962805345277878
06	lh_G_and_S_occipital_inf	prestim	0.0670350950726886
06	lh_G_and_S_occipital_inf	stim	0.0592994298447835
06	lh_G_and_S_paracentral	prestim	0.0876817321890783
06	lh_G_and_S_paracentral	stim	0.119066385085998
06	lh_G_and_S_subcentral	prestim	0.0894846899905077
06	lh_G_and_S_subcentral	stim	0.500226508910286
06	lh_G_and_S_transv_frontopol	prestim	0.069493421190492
06	lh_G_and_S_transv_frontopol	stim	0.0998789977942624
06	lh_G_cingul-Post-dorsal	prestim	0.0573347549185811
06	lh_G_cingul-Post-dorsal	stim	0.187088843724743
06	lh_G_cingul-Post-ventral	prestim	0.0635417083690408
06	lh_G_cingul-Post-ventral	stim	0.169769852165296
06	lh_G_cuneus	prestim	0.0731330963721367
06	lh_G_cuneus	stim	0.0835220792439234
06	lh_G_front_inf-Opercular	prestim	0.0730449346925979
06	lh_G_front_inf-Opercular	stim	0.21976064527326
06	lh_G_front_inf-Orbital	prestim	0.0838605171452187
06	lh_G_front_inf-Orbital	stim	0.152206376563411
06	lh_G_front_inf-Triangul	prestim	0.0772542271657675
06	lh_G_front_inf-Triangul	stim	0.183782242931987
06	lh_G_front_middle	prestim	0.0740006590608549
06	lh_G_front_middle	stim	0.0955212626930344
06	lh_G_front_sup	prestim	0.100199019911895
06	lh_G_front_sup	stim	0.139825473793481
06	lh_G_insular_short	prestim	0.0835823623477099
06	lh_G_insular_short	stim	0.143990333983028
06	lh_G_oc-temp_lat-fusifor	prestim	0.0722002397275929
06	lh_G_oc-temp_lat-fusifor	stim	0.117526915780103
06	lh_G_oc-temp_med-Lingual	prestim	0.0695097146878942
06	lh_G_oc-temp_med-Lingual	stim	0.0772772222126801
06	lh_G_oc-temp_med-Parahip	prestim	0.0618589139450994
06	lh_G_oc-temp_med-Parahip	stim	0.136956520448839
06	lh_G_occipital_middle	prestim	0.0815827002650267
06	lh_G_occipital_middle	stim	0.0857033826789691
06	lh_G_occipital_sup	prestim	0.0972192152918187
